,Review_ID,Rating,Year_Month,Reviewer_Location,Review_Text,Branch,dominant_topic,feature name
0,670571027,2,2019-4,Australia,"Feel so let down with this place,the Disneyland train was fantastic until you get past the station,bad signage, terrible staff who just did not want to be there ,it was rainning and rides were not working could not find a map of place, over priced fun park. Disney characters only 2 seen under a cabana having photos with visitors queuing up in the rain. Dont waste your money. Walt Disney would be horrified, not enough eating places for the amount of people or rest rooms. Seems they are building something but who knows what. No atmosphere of fun and fantasy. ",Disneyland_HongKong,9,park disnei ride disneyland time visit hong dai queue small peopl food hk kong wait
1,664668402,2,2019-4,Singapore,"I went to HK Disneyland on 5 April which happens to be Qing Ming festival and did not expect the massive crowds on that day. Queues for rides and F&B outlets were very long and we did not have a great experience especially with a young kid. For the amount spent on the tickets, it's really a waste of money as we only sat on a few rides. I'm wondering if the park has any cap on the number of guests in the park as we had a hard time finding seats around. I booked my tickets via the Disneyland Hotel online but there was no info or confirmation given to me whether my park tickets are booked. In the end, I was unable to enter and had to buy tickets on the spot. Luckily, one of the cast members, Carmen, helped us to resolve the issue and let us access without queuing up again. Also the balloons there are overrpriced   HK150 for a helium balloon.",Disneyland_HongKong,9,park disnei ride disneyland time visit hong dai queue small peopl food hk kong wait
2,663362365,2,2019-3,Canada,"Didn   t feel the Disney spirit in this place. There were few Disney characters around, but one must wait in long lineup to shake hand with them. We stayed for only couple hours and left.",Disneyland_HongKong,9,park disnei ride disneyland time visit hong dai queue small peopl food hk kong wait
3,662641193,1,2019-3,India,"The main attractions were shut while we still paid the full entrance fees, without any intimation either online or as the ticket kiosks",Disneyland_HongKong,9,park disnei ride disneyland time visit hong dai queue small peopl food hk kong wait
4,660285578,2,2019-3,Canada,"Very very small, disappointing all along the line... the park is too small, without big attractions. In 3 hours you will have seen everything. There was construction with a lot of noise during our visit. It was ridiculous to visit the enchanted forest when you heard a jackhammer!! The maneges are limited. The prices are high for the quality of the park. It is better to keep your money and invest it in another activity ",Disneyland_HongKong,9,park disnei ride disneyland time visit hong dai queue small peopl food hk kong wait
5,658697573,2,2019-2,United Kingdom,"As my husband and I had a free day before we flew back home , decided to visit here, being that as we are over the age of 64 we got entry of just under   10 each depending on the currency rate. This park does not open until 10.30am, but we arrived earlier as we decided to buy our ticket on the gate rather than do this by phone. Surprisingly enough it was a very easy and quick process, just had to show our passportsWe got on the metro from Hong Kong to Sunny Bay station, crossed the platform to catch the Disneyland train which was only one stop.Seeing that this was a Monday the amount of people waiting for the park to open was massive, bug bear is that nearly everyone is on their phones and then you have to put up with them doing a 101 selfies. (please if you love yourself that much just get a mirror). Anyway the announcement was NOT TO RUN when they opened the gates, BUT WHAT did they all do RUN, no manners at all, push and shoved.This park is not a patch on the original Disney in Florida. There are very few rides and you can get round this park so quick. This is certainly not worth the   60 plus for adults .The atmosphere is certainly not here either, maybe because it was not very warm.",Disneyland_HongKong,9,park disnei ride disneyland time visit hong dai queue small peopl food hk kong wait
6,658624005,1,2019-3,United Arab Emirates,"Visited Disneyland Hong Kong today March 15, 2019. Poor experience. Very little there in the first place in terms of rides and other experiences. But most of it was closed for renovations (including the main Disney castle) or lots of stuff just not open anyway. Kids couldn't get pics with their fav characters as they kept disappearing for a break every 20 mins and queues were long already. All this missing and not even a reduction in the already expensive price. Pretty crappy day outSmall park, half open. Not worth the money.",Disneyland_HongKong,9,park disnei ride disneyland time visit hong dai queue small peopl food hk kong wait
7,656647372,2,2018-11,Singapore,Overcrowded with Chinese tourist who likes to take photos of cute young children without permission. The rides are fun but taking too long to queue. Food offering is good.,Disneyland_HongKong,9,park disnei ride disneyland time visit hong dai queue small peopl food hk kong wait
8,655940742,2,2019-2,Australia,"One of the group had been to Disneyland in Japan and wanted to go to this one.I had been told was the staff are very friendly, welcoming and peppy plus the mascots milling about and very fun. Don   t know if upwelling went on a bad day or something but it was not a great experience. With the exception of two staff none of them smiled or made you feel welcome. As to for the mascots, finally saw them at the end of our day and only in the    town    part.Costumes were ruined by staff wearing black running shoes. OK they are on their feet and need to be comfortable but it was seriously jarring. Staff get a 2 10.Things like the recycling bin being loaded and taken away to be emptied but not one put in to replace. Tables not being cleared.Two of the restaurants were shut, a number of the rides were closed, the castle was shut.At HK$620 it was not worth the money. I was told Disneyland HK was loosing money and I am not surprised.We went on a number of rides and they all had positives. Loved the Ironman ride, Starwars and the roller coaster in the Gulch.",Disneyland_HongKong,9,park disnei ride disneyland time visit hong dai queue small peopl food hk kong wait
9,653876809,2,2019-2,Canada,"So much of the park is closed!! Very disappointing   only a few rides In the park. I do know there is an expansion planned, but so much was closed now, I don't know how they can afford to expand! I knew it was a small park before we went, but it is lacking the 'Disney' in every aspect... other than the cost! It is really easy to get to on the MTR and good for about 3hrs of entertainment If you are looking for something different to do while visiting HK.",Disneyland_HongKong,9,park disnei ride disneyland time visit hong dai queue small peopl food hk kong wait
10,649697067,2,2019-2,Indonesia,I love Disneyland but I wouldn't recommend Hongkong Disneyland.The reasons are:1. The staffs in Hongkong Disneyland not good like Disneyland or disneysea tokyo. They're very rude n not polite. Difficult to speak in English.2. Better I went to Dufan Jakarta than Disneyland Hongkong. I heard staff shouting the people who lining the attraction.3. No smile from the Disneyland Hongkong staff.,Disneyland_HongKong,9,park disnei ride disneyland time visit hong dai queue small peopl food hk kong wait
11,649615606,1,2019-2,Macau,"Every year I come to Disney with my children, every year is worse than the last one!!!!Prices for entrance tickets are outrageous, specially taking in account that the rides are minimal...Food prices are not normal, even for Disney, super hyper expensive, horrible food, even the junk food is tasteless!!!Only good thing about this place is leaving it!!!!",Disneyland_HongKong,9,park disnei ride disneyland time visit hong dai queue small peopl food hk kong wait
12,649505825,2,2018-12,South Africa,"If you going for the Disneyland adventure this is not the place. The price to enter is ridiculously high and don   t bother with the skip line thing coz it   s just not worth it, if you get there early enough you will get to go on all the rides before lunch and then you have been on them all. The famous Disney castle was undergoing a renovation that was not indicated on their website or at the gate. From the drinks to food and all those stupid little shops everything is way overpriced. The photo below was taken at 11:00. ",Disneyland_HongKong,9,park disnei ride disneyland time visit hong dai queue small peopl food hk kong wait
13,648300626,2,2019-1,Canada," Too experience to visit ,for over $600 Hk , every things so crazy , waiting time for any ride well over one hours ! washroom is closed to one and half hours wait ,poor ladies 1,the foods is so pricey ever Micky would not buy it ,people ,people ,people ! it is a small kingdom with no local want to come ,no wonder they lost money every year ,better off save time and moneys do some things else ,you will thank me for it !",Disneyland_HongKong,9,park disnei ride disneyland time visit hong dai queue small peopl food hk kong wait
