,Review_ID,Rating,Year_Month,Reviewer_Location,Review_Text,Branch,dominant_topic,feature name
0,670216406,2,2019-4,Greece,"We booked tickets on line for Disneyland, this is something I recommend, the lines were already long when we got there, so booking your tickets in advance does help.I was advised to buy a fast passes, but i decided not to, because it was not clear to me on the website if this also counted as an entrance ticket, meaning; a total price of 90 euro with entrancevinstead or 74 or 68 or an extra 90 euro's, depending on age of child.But even if we would have, the lines were long there as well, and also, what kind of system is this? People that do not have that much to spend will be held back, because people with money obviously can skip the lines...absolutely ridiculous.Getting something to eat was horrible, again lines everywhere...just to eat someting right...And don't get me started on the staff, trying to figure out the amount of 3 icecreams with a small casio computer, and not being able to, or very rude staff. Only 2 ladies were friendly, have to be honest. All in all, very disappointing, long waiting lines, not being able to sit somewhere like a human being, and bad service.Our kids were so disappointed that they wanted to leave.We even heard people saying: 'Never again'.Absolutely not worth the money.",Disneyland_Paris,9,ride park disnei time queue dai disneyland wait peopl staff hour pari food visit like
1,669337300,1,2019-4,Greece,Why they selling fastpass tickets without have buy before the entrance tickets???  Any answer ???  Shame on you!!!   We came here from Greece until the entrance!!!  Avoid this place!!!                                                                                                                ,Disneyland_Paris,9,ride park disnei time queue dai disneyland wait peopl staff hour pari food visit like
2,669121201,2,2019-4,Switzerland,"We went to Disneyland Paris during the Easter break with family members who had come over from the States. As we had all experience Disneyland in Anaheim and Disneyworld in Orlando, perhaps our expectations were just too high. First off, the moving sidewalks from the parking lot to the park entrance were broken. Not a great first impression. Furthermore, there was a lot of gardening work ongoing when we arrived. Isn't Disney supposed to be magic, with everything looking in top shape and perfect? The security line moved, but was the first bottleneck. The second major bottleneck was to actually enter the park. As we had bought tickets online, we thought we would be able to enter the park fairly easily. However, there was pretty much mass chaos at the ticket check point, with many people jumping the queue and others just standing around. We eventually made it through and made our way to Fantasyland.We managed to ride a few rides, but when it came time to get on the Teacups, they had closed the ride. Not for the day, but for about 45 minutes to disperse the line. This caused many people just to loiter around the entrance, waiting for the ride to open again. Not great. We did manage to eat lunch  early  enough that we didn't have to wait a long time. However, the food that we got was not what we ordered. None of us had the wherewithal to go back and try to fix the order. so we just ate what we got. When it came time for ice cream, it took about 45 minutes just to get to the front of the line, and then another 10 minutes to process the order. This was because the staff at the counter were poorly trained, and only one person knew how to use the register, and others seemed like trainees. There were plenty of other foodcarts around the park that were empty. Not enough staff at the park to operate these. There were also plenty of rides (like Autopia and Dumbo) that were closed for renovation. Disneyland Paris does not carry the iconic felt mouse ears. We definitely won't be going back, and I can't recommend Disneyland Paris to anyone who is looking for a true Disney experience.",Disneyland_Paris,9,ride park disnei time queue dai disneyland wait peopl staff hour pari food visit like
3,668207242,1,2019-4,United Kingdom,"Its a shame this park carry the name Disney... They build the place years back and they are now just collecting cash without any effort, it does not compare in anything with the American parks which are truly amazing. The whole park now is designed to get money from their guests on every step without offering any services. The staff are truly miserable and seems like they hate their job. In the whole park there were no characters walking around at all so a kid can take a picture. There were 3 characters who a kid could meet in the whole park but you had to wait forever just to take a picture. Many rides where closed and the wait time for anything was 60 minutes or more, who in the world can make a a kid stand still in a waiting line for 60 Minutes or more? Avoid at all costs especially if you have young children. PS. Parking is    30 to park 30 minutes walk from the entrance after spending    75 person for your ticket...just ridiculous ",Disneyland_Paris,9,ride park disnei time queue dai disneyland wait peopl staff hour pari food visit like
4,668123744,2,2019-4,United Kingdom,"I know Disneyland is a money machine but hadn   t realised how much service and enjoyment had been sacrificed to achieve this aim. We visited with our 2 grandchildren and entered the park just after the gates opened. Even then it was manic, probably too many people for the park to cope with.The story was Q,Q and Q. The worst was Peter Pan, the board outside said a 100 minute wait but this became an actual 127 minutes! The reason for this is Fast Pass. As a day visitor you are a third class customer. The pecking order starts with those who are on special deals in the resort hotels, then comes those who have paid even more money for Fast Pass. These people are able to queue jump leaving you to watch as they go to the front of the line. The Q situation extended to the catering facilities, even a coffee took 42 minutes. The guy was morose, monosyllabic and unhelpful. There were a number of these    solo    food stations around the site and all seemed to have the same issues. Having visited Disney in California a few years back and loved the experience, Paris was an awful, poor value experience and will not be repeated.",Disneyland_Paris,9,ride park disnei time queue dai disneyland wait peopl staff hour pari food visit like
5,667866575,2,2019-4,United States,"Having visited the Disney parks in both FL and CA in the states I have certain expectations of the Disney brand and parks and this park fell extremely short. From the initial unorganized entrance to the park to the lack of cast members available, it was a let down. Lots of areas in the park were under renovation while we were there, and there was nothing to make up for it. We were there the Monday before Easter and the crowds were terrible. And let   s add to the fact that visitors to this park will cut you in line and skip through the lines and not blink an eye, super annoying. They do this for all lines. We waited in line for Big Thunder mountain for 40 min only to be abruptly told to get out of line. Apparently the ride broke and that was it. No further explanation, no sorry, nothing. The very few cast members we encountered were unfriendly, unhelpful, and did not have any    Disney    magic. We love Disney and have been visiting the parks annually for the past 11 years. We would never go back to this park. ",Disneyland_Paris,9,ride park disnei time queue dai disneyland wait peopl staff hour pari food visit like
6,667859347,2,2019-4,Denmark,"Visited the Park today   20 4   and can conclude that they simply let too many people in. Already at opening, queues at the attractions where 1 hour plus. At midday   the so called fast track was at 4 hours plus waiting time. And the food? Ofcourse also here endless queues and the menu still consists of pre made sad deep fried varieties of unhealthy fast food. Coffee? Don   t. They only offer a poor variety of freeze dried machine coffee. ",Disneyland_Paris,9,ride park disnei time queue dai disneyland wait peopl staff hour pari food visit like
7,667703038,2,2019-4,United States,"As my title suggests   bring in the Americans to show you how to run it better. We were a family of 9 visiting Easter week, queue time for the rides were between 1   2 hours long, so in a 8 hour visit you only had 5 6 rides in total. In the US the Disney staff are more efficient, as one guest leaves the ride, the next is entering onto it, not something we saw here, staff very slow. We queued 45 minutes to buy an ice cream on Main Street, only one person serving, our daughter queued 30 minutes to buy a Micky Mouse key ring, again just one person serving in the gift shop. Quite a few of the rides not working, the main Disney train not available for the full 3 days we were there, the Dumbo ride also broken down for the whole 3 day visit. My advice is only visit in low season,",Disneyland_Paris,9,ride park disnei time queue dai disneyland wait peopl staff hour pari food visit like
8,667308717,2,2019-4,United Kingdom,"We decided to take our 6 year old for a long weekend. I must say we are very disappointed with the experience in general. Whilst I appreciate it was school holidays and the crowds were huge, I cannot see the value in paying so much for passes when actually you are likely not even to make it to 10 attractions over 2 days because of the queues. Some of the attractions were closed for renovation and others just look very tired and dated. The staff are poorly trained and for both days we were sent on a goose chase for our tickets because we had some vouchers. On day one we queued for over an hour!. We had downloaded the passes to our phones and one would expect that just like your plane ticket this should work at the barrier but no it didn   t! Leading us to queue at three different queues as none of the staff was trained enough to to know what to do. On the first day after what felt like endless hours queuing we were given tickets for    both days   , except this was not the case so the same drama the second day, another 70 minutes of queuing. This put us on a back foot for both days meaning we only had limited time and endless queues to endure before we could visit any attraction. The place is also VERY EXPENSIVE for the most basic things i.e. food I paid    37 or so for a meal of fries, a small bottle of water and a fish burger, 1 small portion of fries and 4 chicken nuggets. On day two we decided to leave the park and eat at one of the restaurants by he entrance. It was much more reasonable, it was proper food and peaceful. Merchandise is also cheap and tacky but EXPENSIVE!. We also stayed in a vacation club and not at Disney. This was a great choice away from all tack at Disney.The marvel attractions were ok but they had technical glitches and the queues horrendous. The parade was so busy the little 6 year old could hardly see anything. I know people were queuing since 4 pm for the 5.30 pm parade (what a waste of a day). Same with the fireworks we turned up at 9 ish to find a good patch but taller selfish people just walked in and stood in front of us again he couldn   t see much. I must add that not once did we see Mickey or Minnie except on the float or if we were prepared to queue for ages or book some silly breakfast (more money) with the characters. Why couldn   t they just have a few of these characters meeting and greeting children?. Their app is not very good and doesn   t give much info nor is it interactive enough. Information in general is sketchy unless you sit there planning for weeks. I think if you are a regular or know how to play the game you   d be ok. This is not a destination of once in a life time for a 6 yr old. There is no room for spontaneity. In general I felt we could have holidayed in Africa and seen real lions or the Caribbean and enjoyed the beaches for a better experience for the amount of money we paid. This was just a very tacky, dirty and over priced experience for very little return. I feel the place is so commercial (money, money, money)that the spirit of the magic is lost! ",Disneyland_Paris,9,ride park disnei time queue dai disneyland wait peopl staff hour pari food visit like
9,667082035,1,2019-4,United Kingdom,"A very disappointing experience.Went with my husband , grandchildren and daughter and her husband for three days.Long queues everywhere, some over an hour for rides which last 5 minutes. We went on 3 rides a day ! Poor signage and lack of information on site. Queues to meet Disney characters , plus charges for photos. All in all there is no Magic, just a money making concern.",Disneyland_Paris,9,ride park disnei time queue dai disneyland wait peopl staff hour pari food visit like
